Shelfmark,NormalizedShelfmark,Request Count,Title,Author,Pub Year,Periodical Date,Vol,Read Cat,Copyright Status,Access,Collection,IMPS Order ID,Digitisation Status,Digitisation Priority
S.C.Puttick & Simpson.,SCPUTTICK & SIMPSON,2,"[Sale catalogues, from July 1846.]",,1846,1887,,EAR,Probably out of Copyright,,,,Full,3
74/1881.d.8(47),     74 /   1881 D      8 (     47 ),2,"Life trial confession, and execution of F.B. Courvoisier, f",,1840,1840,,EAR,Probably out of Copyright,,,09W09440P,Full,3
74/1881.d.8(47),     74 /   1881 D      8 (     47 ),2,"Life trial confession, and execution of F.B. Courvoisier, f",,1840,1840,,EAR,Probably out of Copyright,,,,Full,3
1609/3111.,   1609 /   3111 ,2,"Poema epicum de Conceptione B. Mariæ, etc.","OLIVIUS FERRERIUS, Emmanuel.",1749,1749,,EAR,Probably out of Copyright,,,10W21001P,Full,3
1609/3111.,   1609 /   3111 ,2,"Poema epicum de Conceptione B. Mariæ, etc.","OLIVIUS FERRERIUS, Emmanuel.",1749,1749,,EAR,Probably out of Copyright,,,10W23324P,Full,3
1299.pp.31.,   1299 PP     31 ,2,"Bowles's Drawing Book for Ladies; or, Complete florist: bei","HECKLE, Augustin.",1785,1785,,EAR,Probably out of Copyright,,,,,3
811.d.26.,    811 D     26 ,2,"C'est la deduction du sumptueux ordre, plaisantz spectac...",,1551,0,,EAR,Probably out of Copyright,,,16R01300S,,3
811.d.26.,    811 D     26 ,2,"C'est la deduction du sumptueux ordre, plaisantz spectac...",,1551,0,,EAR,Probably out of Copyright,,,6W183595P,,3
1185.g.3.(45.),   1185 G      3 (     45 ),2,Disputationem inauguralem medicam de variolis&morbillis ...,"COSTERUS, Johannes, Physician to King Charles G...",1645,0,,EAR,Probably out of Copyright,,,,,3
S.C.Puttick & Simpson.,SCPUTTICK & SIMPSON,2,"[Sale catalogues, from July 1846.]",,1846,1887,,EAR,Probably out of Copyright,,,,Unknown,3
S.C.Puttick & Simpson.,SCPUTTICK & SIMPSON,2,"[Sale catalogues, from July 1846.]",,1846,1887,,EAR,Probably out of Copyright,,,,Partial,3
715.i.21.,    715 I     21 ,2,"[I Ragguagli di Parnasso: or, Advertisements from Parnassus","Boccalini, Traiano, 1556-1613.",1669,1669,,EAR,Probably out of Copyright,,,09W10099P,Full,3
818.l.8.,    818 L      8 ,2,Me_morial du De_po_t ge_ne_ral de la guerre imprime_,FRANCE. Ministe_re de la Guerre. De_po_t Ge_ne,1826,1877,11,EAR,Probably out of Copyright,,,11W44761P,,3
C.194.b.305-307.,C    194 B    305 -    307 ,3,Microcosm of London. [W. H. Pyne and William Combe. With...,"Ackermann, Rudolph,",1808,0,,RR2,Probably out of Copyright,,,,,3
1651/576.,   1651 /    576 ,2,"Convenient and ornamental architecture, consisting of origi","CRUNDEN, John.",1767,1767,,EAR,Probably out of Copyright,,,09W11278P,Partial,3
MFM.MC1517,MFMMC   1517 ,2,The Natal Mercury.,,1863,1976,,MFM,Probably out of Copyright,,,6W180741P,Full,3
C.194.b.305-307.,C    194 B    305 -    307 ,2,Microcosm of London. [W. H. Pyne and William Combe. With co,"Ackermann, Rudolph, 1764-1834.",1808,1808,,RR2,Probably out of Copyright,,,10W25029P,,3
C.194.b.305-307.,C    194 B    305 -    307 ,2,Microcosm of London. [W. H. Pyne and William Combe. With co,"Ackermann, Rudolph, 1764-1834.",1808,1808,,RR2,Probably out of Copyright,,,,,3
Maps C.7.e.13.,MAPSC      7 E     13 ,2,A Prospect of the most famous Parts of the World ... Tog...,,1627,0,,RM2,Probably out of Copyright,,,,,3
Maps K.Top.45.26.,MAPSKTOP     45      26 ,2,[Six Plans and Elevations of the House and Park of Rokeby .,"Fourdrinier, Paul, 1698-1758, printmaker.",1735,0,-,RM2,Probably out of Copyright,,,,,3
C.194.c.27.,C    194 C     27 ,2,"[The Whole Booke of Psalmes, with the proofe on the margin.",,1633,1633,,RR2,Probably out of Copyright,,,08W05027P,Unknown,3
C.194.c.27.,C    194 C     27 ,2,"[The Whole Booke of Psalmes, with the proofe on the margin.",,1633,1633,,RR2,Probably out of Copyright,,,09W09676P,Unknown,3
578.b.43.,    578 B     43 ,2,The Foreigner's Guide: or Companion both for the foreigner,London.,1729,1729,,EAR,Probably out of Copyright,,,09W07731P,Partial,3
1651/576.,   1651 /    576 ,2,"Convenient and ornamental architecture, consisting of origi","CRUNDEN, John.",1767,1767,,EAR,Probably out of Copyright,,,12W51778P,Partial,3
MFM.MC1517,MFMMC   1517 ,2,The Natal Mercury.,,1863,1976,,MFM,Probably out of Copyright,,,,Full,3
SC PHILLIPS,SCPHILLIPS,2,CHINESE LOOTED OBJECTS,SALES CATALOGE,1861,1861,,EAR,Probably out of Copyright,,,09W12436P,Unknown,3
Maps C.8.b.4.,MAPSC      8 B      4 ,3,"The Mariners Mirrour, wherin [sic] may playnly be seen t...",,1588,0,,RM2,Probably out of Copyright,,,,Unknown,3
1651/442.,   1651 /    442 ,2,The modern cook.,"LA CHAPELLE, Vincent.",1733,0,,EAR,Probably out of Copyright,,,,,3
Maps C.8.b.4.,MAPSC      8 B      4 ,3,"The Mariners Mirrour, wherin [sic] may playnly be seen t...",,1588,0,,RM2,Probably out of Copyright,,,6W182024P,Unknown,3
715.i.21.,    715 I     21 ,2,"[I Ragguagli di Parnasso: or, Advertisements from Parnassus","Boccalini, Traiano, 1556-1613.",1669,1669,,EAR,Probably out of Copyright,,,09W08930P,Full,3
1651/535.(2.),   1651 /    535 (      2 ),2,Institutions of astronomical calculations; containing a ...,"MARTIN, Benjamin",1773,0,,EAR,Probably out of Copyright,,,6W174978P,,3
1651/535.(2.),   1651 /    535 (      2 ),2,Institutions of astronomical calculations; containing a ...,"MARTIN, Benjamin",1773,0,,EAR,Probably out of Copyright,,,,,3
MFM.MLD46,MFMMLD     46 ,3,The Graphic :,,1869,1887,,MFM,Probably out of Copyright,,,6W198869P,Partial,3
