Shelfmark,NormalizedShelfmark,Request Count,Title,Author,Pub Year,Periodical Date,Vol,Read Cat,Copyright Status,Access,Collection,IMPS Order ID,Digitisation Status,Digitisation Priority
MSS EUR/f157/197,MSSEUR/F    157 /    197 ,1,NO TITLE ENTERED,NO AUTHOR ENTERED,0,0,,RO3,Unknown,Standard Access,APAC,,,0
OMS/OR. 5521,OMS/OR   5521 ,1,No Title Entered,No Author Entered,0,0,,RO3,Unknown,Standard Access,APAC,,,0
OMS/OR 5520,OMS/OR   5520 ,1,No Title Entered,No Author Entered,0,0,,RO3,Unknown,Standard Access,APAC,,,0
OMS/Or 5473,OMS/OR   5473 ,1,NO TITLE ENTERED,NO AUTHOR ENTERED,0,0,,RO3,Unknown,Standard Access,APAC,,,0
MSS EUR/f 166/22:61,MSSEUR/F    166 /     22      61 ,1,NO TITLE ENTERED,NO AUTHOR ENTERED,0,0,,RO3,Unknown,Standard Access,APAC,,,0
MSS EUR/F164/31,MSSEUR/F    164 /     31 ,1,NO TITLE ENTERED,NO AUTHOR ENTERED,0,0,,RO3,Unknown,Standard Access,APAC,,,0
OMS/Or 5469,OMS/OR   5469 ,1,NO TITLE ENTERED,NO AUTHOR ENTERED,0,0,,RO3,Unknown,Standard Access,APAC,,,0
OMS/Or. 5470,OMS/OR   5470 ,1,NO TITLE ENTERED,NO AUTHOR ENTERED,0,0,,RO3,Unknown,Standard Access,APAC,,,0
OMS/Or 5471,OMS/OR   5471 ,1,NO TITLE ENTERED,NO AUTHOR ENTERED,0,0,,RO3,Unknown,Standard Access,APAC,,,0
OMS/Or. 5472,OMS/OR   5472 ,1,NO TITLE ENTERED,NO AUTHOR ENTERED,0,0,,RO3,Unknown,Standard Access,APAC,,,0
OMS/OR 5473,OMS/OR   5473 ,1,No Title Entered,No Author Entered,0,0,,RO3,Unknown,Standard Access,APAC,,,0
MSS EUR/F163/75,MSSEUR/F    163 /     75 ,1,No Title Entered,No Author Entered,0,0,,RO3,Unknown,Standard Access,APAC,,,0
MSS EUR/f157/198,MSSEUR/F    157 /    198 ,1,NO TITLE ENTERED,NO AUTHOR ENTERED,0,0,,RO3,Unknown,Standard Access,APAC,,,0
MSS EUR/F158/888,MSSEUR/F    158 /    888 ,1,No Title Entered,No Author Entered,0,0,,RO3,Unknown,Standard Access,APAC,,,0
MSS EUR/F157/807,MSSEUR/F    157 /    807 ,1,No Title Entered,No Author Entered,0,0,,RO3,Unknown,Standard Access,APAC,,,0
MSS EUR/F157/247,MSSEUR/F    157 /    247 ,1,NO TITLE ENTERED,NO AUTHOR ENTERED,0,0,,RO3,Unknown,Standard Access,APAC,,,0
OMS/Or 5479,OMS/OR   5479 ,1,No Title Entered,No Author Entered,0,0,-,RO3,Unknown,Standard Access,APAC,,,0
OMS/Or 5502,OMS/OR   5502 ,1,No Title Entered,No Author Entered,0,0,-,RO3,Unknown,Standard Access,APAC,,,0
OMS/OR. 5517,OMS/OR   5517 ,1,No Title Entered,No Author Entered,0,0,,RO3,Unknown,Standard Access,APAC,,,0
MSS EUR/f157/245,MSSEUR/F    157 /    245 ,1,NO TITLE ENTERED,NO AUTHOR ENTERED,0,0,,RO3,Unknown,Standard Access,APAC,,,0
MSS EUR/f147/108,MSSEUR/F    147 /    108 ,1,No Title Entered,No Author Entered,0,0,,RO3,Unknown,Standard Access,APAC,,,0
MSS EUR/f147/104,MSSEUR/F    147 /    104 ,1,No Title Entered,No Author Entered,0,0,,RO3,Unknown,Standard Access,APAC,,,0
MSS EUR/f145/11,MSSEUR/F    145 /     11 ,1,frederick arnold,No Author Entered,0,0,,RO3,Unknown,Standard Access,APAC,,,0
MSS EUR/F126/68,MSSEUR/F    126 /     68 ,1,No Title Entered,No Author Entered,0,0,,RO3,Unknown,Standard Access,APAC,,,0
MSS EUR/F133/137,MSSEUR/F    133 /    137 ,1,No Title Entered,No Author Entered,0,0,,RO3,Unknown,Standard Access,APAC,,Full,0
MSS EUR/F126/99,MSSEUR/F    126 /     99 ,1,No Title Entered,No Author Entered,0,0,,RO3,Unknown,Standard Access,APAC,,Unknown,0
MSS EUR/F126/98,MSSEUR/F    126 /     98 ,1,No Title Entered,No Author Entered,0,0,,RO3,Unknown,Standard Access,APAC,,Unknown,0
MSS EUR/F126/87,MSSEUR/F    126 /     87 ,1,No Title Entered,No Author Entered,0,0,,RO3,Unknown,Standard Access,APAC,,,0
MSS EUR/F126/71,MSSEUR/F    126 /     71 ,1,No Title Entered,No Author Entered,0,0,,RO3,Unknown,Standard Access,APAC,,,0
OMS/mss malay B 5,OMS/MSSMALAYB      5 ,1,NO TITLE ENTERED,NO AUTHOR ENTERED,0,0,,RO3,Unknown,Standard Access,APAC,,,0
OMS/mss malay b 6,OMS/MSSMALAYB      6 ,1,NO TITLE ENTERED,NO AUTHOR ENTERED,0,0,,RO3,Unknown,Standard Access,APAC,,,0
MSS EUR/F126/65,MSSEUR/F    126 /     65 ,1,No Title Entered,No Author Entered,0,0,,RO3,Unknown,Standard Access,APAC,,Full,0
MSS EUR/F138/13,MSSEUR/F    138 /     13 ,1,NO TITLE ENTERED,NO AUTHOR ENTERED,0,0,,RO3,Unknown,Standard Access,APAC,,,0
MSS EUR/f126/59,MSSEUR/F    126 /     59 ,1,No Title Entered,No Author Entered,0,0,,RO3,Unknown,Standard Access,APAC,,Unknown,0
MSS EUR/f126/57,MSSEUR/F    126 /     57 ,1,No Title Entered,No Author Entered,0,0,,RO3,Unknown,Standard Access,APAC,,Unknown,0
OMS/mss malay b 7,OMS/MSSMALAYB      7 ,1,NO TITLE ENTERED,NO AUTHOR ENTERED,0,0,,RO3,Unknown,Standard Access,APAC,,,0
OMS/mss malay b8,OMS/MSSMALAYB      8 ,1,NO TITLE ENTERED,NO AUTHOR ENTERED,0,0,,RO3,Unknown,Standard Access,APAC,,,0
MSS EUR/F126/52,MSSEUR/F    126 /     52 ,1,NO TITLE ENTERED,NO AUTHOR ENTERED,0,0,,RO3,Unknown,Standard Access,APAC,,,0
MSS EUR/F126/50,MSSEUR/F    126 /     50 ,1,No Title Entered,No Author Entered,0,0,,RO3,Unknown,Standard Access,APAC,,Unknown,0
MSS EUR/F135/19,MSSEUR/F    135 /     19 ,1,No Title Entered,No Author Entered,0,0,,RO3,Unknown,Standard Access,APAC,,,0
OMS/Or 2361,OMS/OR   2361 ,1,No Title Entered,No Author Entered,0,0,-,RO3,Unknown,Standard Access,APAC,,,0
OMS/Or. 5528,OMS/OR   5528 ,1,NO TITLE ENTERED,NO AUTHOR ENTERED,0,0,,RO3,Unknown,Standard Access,APAC,,,0
OMS/OR. 5532,OMS/OR   5532 ,1,No Title Entered,No Author Entered,0,0,,RO3,Unknown,Standard Access,APAC,,,0
MSS EUR/F145/6,MSSEUR/F    145 /      6 ,1,No Title Entered,No Author Entered,0,0,,RO3,Unknown,Standard Access,APAC,,,0
MSS EUR/F143/ VOL84,MSSEUR/F    143 /VOL     84 ,1,No Title Entered,No Author Entered,0,0,,RO3,Unknown,Standard Access,APAC,,,0
OMS/OR. 5530,OMS/OR   5530 ,1,No Title Entered,No Author Entered,0,0,,RO3,Unknown,Standard Access,APAC,,,0
OMS/Or. 5530,OMS/OR   5530 ,1,NO TITLE ENTERED,NO AUTHOR ENTERED,0,0,,RO3,Unknown,Standard Access,APAC,,,0
OMS/Or. 5531,OMS/OR   5531 ,1,NO TITLE ENTERED,NO AUTHOR ENTERED,0,0,,RO3,Unknown,Standard Access,APAC,,,0
MSS EUR/F143/98 ,MSSEUR/F    143 /     98 ,1,NO TITLE ENTERED,NO AUTHOR ENTERED,0,0,,RO3,Unknown,Standard Access,APAC,,,0
MSS EUR/F142/24,MSSEUR/F    142 /     24 ,1,No Title Entered,No Author Entered,0,0,,RO3,Unknown,Standard Access,APAC,,,0
OMS/OR 5533,OMS/OR   5533 ,1,No Title Entered,No Author Entered,0,0,,RO3,Unknown,Standard Access,APAC,,,0
OMS/mss malay B 4,OMS/MSSMALAYB      4 ,1,NO TITLE ENTERED,NO AUTHOR ENTERED,0,0,,RO3,Unknown,Standard Access,APAC,,,0
MSS EUR/f140/40b,MSSEUR/F    140 /     40 B,1,NO TITLE ENTERED,NO AUTHOR ENTERED,0,0,,RO3,Unknown,Standard Access,APAC,,,0
MSS EUR/F138/79,MSSEUR/F    138 /     79 ,1,No Title Entered,No Author Entered,0,0,-,RO3,Unknown,Standard Access,APAC,,,0
OMS/OR 5534,OMS/OR   5534 ,1,No Title Entered,No Author Entered,0,0,,RO3,Unknown,Standard Access,APAC,,,0
MSS EUR/f138/59,MSSEUR/F    138 /     59 ,1,NO TITLE ENTERED,NO AUTHOR ENTERED,0,0,,RO3,Unknown,Standard Access,APAC,,,0
MSS EUR/f 138/58(47),MSSEUR/F    138 /     58 (     47 ),1,NO TITLE ENTERED,NO AUTHOR ENTERED,0,0,,RO3,Unknown,Standard Access,APAC,,,0
MSS EUR/F138/58 (20),MSSEUR/F    138 /     58 (     20 ),1,No Title Entered,No Author Entered,0,0,,RO3,Unknown,Standard Access,APAC,,,0
MSS EUR/F138/14,MSSEUR/F    138 /     14 ,1,NO TITLE ENTERED,NO AUTHOR ENTERED,0,0,,RO3,Unknown,Standard Access,APAC,,,0
OMS/OR 5557 H,OMS/OR   5557 H,1,No Title Entered,No Author Entered,0,0,,RO3,Unknown,Standard Access,APAC,,,0
OMS/mss malay c 6,OMS/MSSMALAYC      6 ,1,NO TITLE ENTERED,NO AUTHOR ENTERED,0,0,,RO3,Unknown,Standard Access,APAC,,,0
OMS/mss malay d 2,OMS/MSSMALAYD      2 ,1,NO TITLE ENTERED,NO AUTHOR ENTERED,0,0,,RO3,Unknown,Standard Access,APAC,,,0
OMS/OR 2305,OMS/OR   2305 ,1,NO TITLE ENTERED,NO AUTHOR ENTERED,0,0,,RO3,Unknown,Standard Access,APAC,,,0
OMS/OR2127,OMS/OR   2127 ,1,No Title Entered,No Author Entered,0,0,-,RO3,Unknown,Standard Access,APAC,09W12301P,,0
OMS/OR 2126 ms A,OMS/OR   2126 MSA,1,sripalakatha,No Author Entered,0,0,,RO3,Unknown,Standard Access,APAC,,,0
MSS EUR/F111/317,MSSEUR/F    111 /    317 ,1,NO TITLE ENTERED,NO AUTHOR ENTERED,0,0,,RO3,Unknown,Standard Access,APAC,,,0
OMS/OR 5562 B,OMS/OR   5562 B,1,No Title Entered,No Author Entered,0,0,,RO3,Unknown,Standard Access,APAC,,,0
OMS/OR 5562 C,OMS/OR   5562 C,1,No Title Entered,No Author Entered,0,0,,RO3,Unknown,Standard Access,APAC,,,0
OMS/OR 5562 D,OMS/OR   5562 D,1,No Title Entered,No Author Entered,0,0,,RO3,Unknown,Standard Access,APAC,,,0
OMS/Or 5562 D.20,OMS/OR   5562 D     20 ,1,No Title Entered,No Author Entered,0,0,-,RO3,Unknown,Standard Access,APAC,,,0
OMS/or. 5563,OMS/OR   5563 ,1,NO TITLE ENTERED,NO AUTHOR ENTERED,0,0,,RO3,Unknown,Standard Access,APAC,,,0
MSS EUR/F111/310,MSSEUR/F    111 /    310 ,1,NO TITLE ENTERED,NO AUTHOR ENTERED,0,0,,RO3,Unknown,Standard Access,APAC,,,0
MSS EUR/F111/301,MSSEUR/F    111 /    301 ,1,NO TITLE ENTERED,NO AUTHOR ENTERED,0,0,,RO3,Unknown,Standard Access,APAC,,,0
OMS/Or 2121d,OMS/OR   2121 D,1,NO TITLE ENTERED,NO AUTHOR ENTERED,0,0,,RO3,Unknown,Standard Access,APAC,,,0
OMS/or 2120 ms B,OMS/OR   2120 MSB,1,sraddhavividha,No Author Entered,0,0,,RO3,Unknown,Standard Access,APAC,,,0
MSS EUR/F111/296,MSSEUR/F    111 /    296 ,1,NO TITLE ENTERED,NO AUTHOR ENTERED,0,0,,RO3,Unknown,Standard Access,APAC,,,0
MSS EUR/F111/273,MSSEUR/F    111 /    273 ,1,No Title Entered,No Author Entered,0,0,,RO3,Unknown,Standard Access,APAC,,,0
MSS EUR/F111/264,MSSEUR/F    111 /    264 ,1,NO TITLE ENTERED,NO AUTHOR ENTERED,0,0,,RO3,Unknown,Standard Access,APAC,,,0
MSS EUR/F111/263,MSSEUR/F    111 /    263 ,1,NO TITLE ENTERED,NO AUTHOR ENTERED,0,0,,RO3,Unknown,Standard Access,APAC,,,0
MSS EUR/F111/262,MSSEUR/F    111 /    262 ,1,NO TITLE ENTERED,NO AUTHOR ENTERED,0,0,,RO3,Unknown,Standard Access,APAC,,,0
OMS/OR2128,OMS/OR   2128 ,1,No Title Entered,No Author Entered,0,0,-,RO3,Unknown,Standard Access,APAC,09W12301P,,0
OMS/OR 5561 B,OMS/OR   5561 B,1,No Title Entered,No Author Entered,0,0,,RO3,Unknown,Standard Access,APAC,,,0
OMS/or 2136 ms B,OMS/OR   2136 MSB,1,prasnottara,No Author Entered,0,0,,RO3,Unknown,Standard Access,APAC,,,0
OMS/OR 5559 F,OMS/OR   5559 F,1,No Title Entered,No Author Entered,0,0,,RO3,Unknown,Standard Access,APAC,,,0
MSS EUR/F111/342,MSSEUR/F    111 /    342 ,1,NO TITLE ENTERED,NO AUTHOR ENTERED,0,0,,RO3,Unknown,Standard Access,APAC,,,0
OMS/OR 5559 C,OMS/OR   5559 C,1,No Title Entered,No Author Entered,0,0,,RO3,Unknown,Standard Access,APAC,,,0
OMS/Or 5559C/15,OMS/OR   5559 C/     15 ,1,No Title Entered,No Author Entered,0,0,,RO3,Unknown,Standard Access,APAC,,,0
OMS/OR 5559 D,OMS/OR   5559 D,1,No Title Entered,No Author Entered,0,0,,RO3,Unknown,Standard Access,APAC,,,0
MSS EUR/f111/339,MSSEUR/F    111 /    339 ,1,NO TITLE ENTERED,NO AUTHOR ENTERED,0,0,,RO3,Unknown,Standard Access,APAC,,,0
OMS/or 2161,OMS/OR   2161 ,1,NO TITLE ENTERED,NO AUTHOR ENTERED,0,0,,RO3,Unknown,Standard Access,APAC,,,0
OMS/OR 5559 E,OMS/OR   5559 E,1,No Title Entered,No Author Entered,0,0,,RO3,Unknown,Standard Access,APAC,,,0
OMS/OR 5560 A,OMS/OR   5560 A,1,No Title Entered,No Author Entered,0,0,,RO3,Unknown,Standard Access,APAC,,,0
OMS/or 2137 ms B,OMS/OR   2137 MSB,1,karmagrantha,No Author Entered,0,0,,RO3,Unknown,Standard Access,APAC,,,0
OMS/OR. 5560 B,OMS/OR   5560 B,1,No Title Entered,No Author Entered,0,0,,RO3,Unknown,Standard Access,APAC,,,0
OMS/OR. 5560 C,OMS/OR   5560 C,1,No Title Entered,No Author Entered,0,0,,RO3,Unknown,Standard Access,APAC,,,0
OMS/OR 5560 D,OMS/OR   5560 D,1,No Title Entered,No Author Entered,0,0,,RO3,Unknown,Standard Access,APAC,,,0
OMS/Or 5560D,OMS/OR   5560 D,1,No Title Entered,No Author Entered,0,0,-,RO3,Unknown,Standard Access,APAC,,,0
OMS/OR 5560 E,OMS/OR   5560 E,1,No Title Entered,No Author Entered,0,0,,RO3,Unknown,Standard Access,APAC,,,0
OMS/OR 5561,OMS/OR   5561 ,1,No Title Entered,No Author Entered,0,0,,RO3,Unknown,Standard Access,APAC,,,0
OMS/OR 5561 A,OMS/OR   5561 A,1,No Title Entered,No Author Entered,0,0,,RO3,Unknown,Standard Access,APAC,,,0
MSS EUR/f111/242,MSSEUR/F    111 /    242 ,1,NO TITLE ENTERED,NO AUTHOR ENTERED,0,0,,RO3,Unknown,Standard Access,APAC,,,0
MSS EUR/F111/105,MSSEUR/F    111 /    105 ,1,No Title Entered,No Author Entered,0,0,,RO3,Unknown,Standard Access,APAC,,,0
OMS/OR 2116 ms C,OMS/OR   2116 MSC,1,No Title Entered,samgrahaniratna,0,0,,RO3,Unknown,Standard Access,APAC,,,0
OMS/OR 5566 C,OMS/OR   5566 C,1,No Title Entered,No Author Entered,0,0,,RO3,Unknown,Standard Access,APAC,,,0
OMS/OR 5565D,OMS/OR   5565 D,1,No Title Entered,No Author Entered,0,0,,RO3,Unknown,Standard Access,APAC,,,0
OMS/OR 5565E,OMS/OR   5565 E,1,No Title Entered,No Author Entered,0,0,,RO3,Unknown,Standard Access,APAC,,,0
OMS/OR 5565F,OMS/OR   5565 F,1,No Title Entered,No Author Entered,0,0,,RO3,Unknown,Standard Access,APAC,,,0
OMS/OR 5565 G,OMS/OR   5565 G,1,No Title Entered,No Author Entered,0,0,,RO3,Unknown,Standard Access,APAC,,,0
OMS/OR 5566,OMS/OR   5566 ,1,No Title Entered,No Author Entered,0,0,,RO3,Unknown,Standard Access,APAC,,,0
OMS/OR 5566 A,OMS/OR   5566 A,1,No Title Entered,No Author Entered,0,0,,RO3,Unknown,Standard Access,APAC,,,0
OMS/OR 5566 B,OMS/OR   5566 B,1,No Title Entered,No Author Entered,0,0,,RO3,Unknown,Standard Access,APAC,,,0
MSS EUR/F98/30,MSSEUR/F     98 /     30 ,1,No Title Entered,No Author Entered,0,0,,RO3,Unknown,Standard Access,APAC,,,0
OMS/OR. 5565B,OMS/OR   5565 B,1,No Title Entered,No Author Entered,0,0,,RO3,Unknown,Standard Access,APAC,,,0
MSS EUR/F95/2,MSSEUR/F     95 /      2 ,1,No Title Entered,No Author Entered,0,0,,RO3,Unknown,Standard Access,APAC,,,0
OMS/OR 5566 D,OMS/OR   5566 D,1,No Title Entered,No Author Entered,0,0,,RO3,Unknown,Standard Access,APAC,,,0
OMS/Or 5566D,OMS/OR   5566 D,1,No Title Entered,No Author Entered,0,0,-,RO3,Unknown,Standard Access,APAC,,,0
OMS/Or 5590,OMS/OR   5590 ,1,No Title Entered,No Author Entered,0,0,-,RO3,Unknown,Standard Access,APAC,,,0
OMS/Or 5592,OMS/OR   5592 ,1,No Title Entered,No Author Entered,0,0,,RO3,Unknown,Standard Access,APAC,,,0
OMS/Or 5600,OMS/OR   5600 ,1,No Title Entered,No Author Entered,0,0,-,RO3,Unknown,Standard Access,APAC,,,0
OMS/Or. 5600,OMS/OR   5600 ,1,NO TITLE ENTERED,NO AUTHOR ENTERED,0,0,,RO3,Unknown,Standard Access,APAC,,,0
OMS/OR. 5565C,OMS/OR   5565 C,1,No Title Entered,No Author Entered,0,0,,RO3,Unknown,Standard Access,APAC,,,0
OMS/Or. 5565A,OMS/OR   5565 A,1,No Title Entered,No Author Entered,0,0,,RO3,Unknown,Standard Access,APAC,,,0
OMS/or 2112 ms B,OMS/OR   2112 MSB,1,tattvabodh,No Author Entered,0,0,,RO3,Unknown,Standard Access,APAC,,,0
OMS/OR 5563 G,OMS/OR   5563 G,1,No Title Entered,No Author Entered,0,0,,RO3,Unknown,Standard Access,APAC,,,0
OMS/or 2105 ms C,OMS/OR   2105 MSC,1,avasyaka,No Author Entered,0,0,,RO3,Unknown,Standard Access,APAC,,,0
OMS/mss marathi g 40,OMS/MSSMARATHIG     40 ,1,NO TITLE ENTERED,NO AUTHOR ENTERED,0,0,,RO3,Unknown,Standard Access,APAC,,,0
MSS EUR/F111/56,MSSEUR/F    111 /     56 ,1,NO TITLE ENTERED,NO AUTHOR ENTERED,0,0,,RO3,Unknown,Standard Access,APAC,,,0
OMS/OR 5563D,OMS/OR   5563 D,1,No Title Entered,No Author Entered,0,0,,RO3,Unknown,Standard Access,APAC,,,0
OMS/OR 5563 E,OMS/OR   5563 E,1,No Title Entered,No Author Entered,0,0,,RO3,Unknown,Standard Access,APAC,,,0
MSS EUR/F111/52,MSSEUR/F    111 /     52 ,1,No Title Entered,No Author Entered,0,0,,RO3,Unknown,Standard Access,APAC,,,0
OMS/Mss Panjabi B39,OMS/MSSPANJABIB     39 ,1,No Title Entered,No Author Entered,0,0,-,RO3,Unknown,Standard Access,APAC,,,0
OMS/mss panjabib41,OMS/MSSPANJABIB     41 ,1,No Title Entered,No Author Entered,0,0,,RO3,Unknown,Standard Access,APAC,,,0
OMS/OR 5564 B,OMS/OR   5564 B,1,No Title Entered,No Author Entered,0,0,,RO3,Unknown,Standard Access,APAC,,,0
MSS EUR/F111/18,MSSEUR/F    111 /     18 ,1,No Title Entered,No Author Entered,0,0,,RO3,Unknown,Standard Access,APAC,,,0
MSS EUR/f 111 620,MSSEUR/F    111     620 ,1,NO TITLE ENTERED,NO AUTHOR ENTERED,0,0,,RO3,Unknown,Standard Access,APAC,,,0
MSS EUR/f111 341,MSSEUR/F    111     341 ,1,NO TITLE ENTERED,NO AUTHOR ENTERED,0,0,,RO3,Unknown,Standard Access,APAC,,,0
MSS EUR/F109/93,MSSEUR/F    109 /     93 ,1,NO TITLE ENTERED,NO AUTHOR ENTERED,0,0,,RO3,Unknown,Standard Access,APAC,,,0
OMS/Or. 2536,OMS/OR   2536 ,1,NO TITLE ENTERED,NO AUTHOR ENTERED,0,0,,RO3,Unknown,Standard Access,APAC,,,0
OMS/OR 5564,OMS/OR   5564 ,1,No Title Entered,No Author Entered,0,0,,RO3,Unknown,Standard Access,APAC,,,0
OMS/OR 5564 A,OMS/OR   5564 A,1,No Title Entered,No Author Entered,0,0,,RO3,Unknown,Standard Access,APAC,,,0
MSS EUR/f111/436,MSSEUR/F    111 /    436 ,1,No Title Entered,No Author Entered,0,0,,RO3,Unknown,Standard Access,APAC,,,0
OMS/OR 5559 A,OMS/OR   5559 A,1,No Title Entered,No Author Entered,0,0,,RO3,Unknown,Standard Access,APAC,,,0
OMS/Or. 2210,OMS/OR   2210 ,1,NO TITLE ENTERED,NO AUTHOR ENTERED,0,0,,RO3,Unknown,Standard Access,APAC,,,0
OMS/OR 5557 T,OMS/OR   5557 T,1,No Title Entered,No Author Entered,0,0,,RO3,Unknown,Standard Access,APAC,,,0
MSS EUR/F112/473,MSSEUR/F    112 /    473 ,1,No Title Entered,No Author Entered,0,0,,RO3,Unknown,Standard Access,APAC,,,0
MSS EUR/F112/470 ,MSSEUR/F    112 /    470 ,1,NO TITLE ENTERED,NO AUTHOR ENTERED,0,0,,RO3,Unknown,Standard Access,APAC,,,0
OMS/Or 2227,OMS/OR   2227 ,1,NO TITLE ENTERED,NO AUTHOR ENTERED,0,0,,RO3,Unknown,Standard Access,APAC,,,0
OMS/Or. 2226,OMS/OR   2226 ,1,NO TITLE ENTERED,NO AUTHOR ENTERED,0,0,,RO3,Unknown,Standard Access,APAC,,,0
OMS/Or. 2224,OMS/OR   2224 ,1,NO TITLE ENTERED,NO AUTHOR ENTERED,0,0,,RO3,Unknown,Standard Access,APAC,,,0
OMS/Or. 2222,OMS/OR   2222 ,1,NO TITLE ENTERED,NO AUTHOR ENTERED,0,0,,RO3,Unknown,Standard Access,APAC,,,0
OMS/Or. 2221,OMS/OR   2221 ,1,NO TITLE ENTERED,NO AUTHOR ENTERED,0,0,,RO3,Unknown,Standard Access,APAC,,,0
OMS/Or. 2220,OMS/OR   2220 ,1,NO TITLE ENTERED,NO AUTHOR ENTERED,0,0,,RO3,Unknown,Standard Access,APAC,,,0
MSS EUR/F112/578,MSSEUR/F    112 /    578 ,1,No Title Entered,No Author Entered,0,0,,RO3,Unknown,Standard Access,APAC,,,0
OMS/Or. 2219,OMS/OR   2219 ,1,NO TITLE ENTERED,NO AUTHOR ENTERED,0,0,,RO3,Unknown,Standard Access,APAC,,,0
OMS/OR 5557 V,OMS/OR   5557 V,1,No Title Entered,No Author Entered,0,0,,RO3,Unknown,Standard Access,APAC,,,0
IOR/x/9053/95/o/4,IOR/X/   9053 /     95 /O/      4 ,1,NO TITLE ENTERED,NO AUTHOR ENTERED,0,0,,WXY,Unknown,,APAC,,,0
OMS/Or. 2216,OMS/OR   2216 ,1,NO TITLE ENTERED,NO AUTHOR ENTERED,0,0,,RO3,Unknown,Standard Access,APAC,,,0
IOR/x/9053/95/o/3,IOR/X/   9053 /     95 /O/      3 ,1,NO TITLE ENTERED,NO AUTHOR ENTERED,0,0,,WXY,Unknown,,APAC,,,0
IOR/x/9053/95/o/2,IOR/X/   9053 /     95 /O/      2 ,1,NO TITLE ENTERED,NO AUTHOR ENTERED,0,0,,WXY,Unknown,,APAC,,,0
IOR/x/9053/95/o/1,IOR/X/   9053 /     95 /O/      1 ,1,NO TITLE ENTERED,NO AUTHOR ENTERED,0,0,,WXY,Unknown,,APAC,,,0
MSS EUR/F112/578,MSSEUR/F    112 /    578 ,1,No Title Entered,No Author Entered,0,0,-,RO3,Unknown,Standard Access,APAC,,,0
OMS/Or. 2228,OMS/OR   2228 ,1,NO TITLE ENTERED,NO AUTHOR ENTERED,0,0,,RO3,Unknown,Standard Access,APAC,,,0
MSS EUR/f112/396,MSSEUR/F    112 /    396 ,1,NO TITLE ENTERED,NO AUTHOR ENTERED,0,0,,RO3,Unknown,Standard Access,APAC,,Partial,0
OMS/OR 5557 L,OMS/OR   5557 L,1,No Title Entered,No Author Entered,0,0,,RO3,Unknown,Standard Access,APAC,,,0
MSS EUR/f118/3,MSSEUR/F    118 /      3 ,1,NO TITLE ENTERED,NO AUTHOR ENTERED,0,0,,RO3,Unknown,Standard Access,APAC,,,0
OMS/Or 2304,OMS/OR   2304 ,1,No Title Entered,No Author Entered,0,0,-,RO3,Unknown,Standard Access,APAC,,,0
OMS/OR2289,OMS/OR   2289 ,1,No Title Entered,No Author Entered,0,0,-,RO3,Unknown,Standard Access,APAC,09W12021P,,0
IOR/x/9053/95/p/7,IOR/X/   9053 /     95 /P/      7 ,1,NO TITLE ENTERED,NO AUTHOR ENTERED,0,0,,WXY,Unknown,,APAC,,,0
IOR/x/9053/95/p/6,IOR/X/   9053 /     95 /P/      6 ,1,NO TITLE ENTERED,NO AUTHOR ENTERED,0,0,,WXY,Unknown,,APAC,,,0
IOR/x/9053/95/p/2,IOR/X/   9053 /     95 /P/      2 ,1,NO TITLE ENTERED,NO AUTHOR ENTERED,0,0,,WXY,Unknown,,APAC,,,0
IOR/x/9053/95/p/1,IOR/X/   9053 /     95 /P/      1 ,1,NO TITLE ENTERED,NO AUTHOR ENTERED,0,0,,WXY,Unknown,,APAC,,,0
OMS/Or. 2286,OMS/OR   2286 ,1,NO TITLE ENTERED,NO AUTHOR ENTERED,0,0,,RO3,Unknown,Standard Access,APAC,,,0
OMS/Or. 2229,OMS/OR   2229 ,1,NO TITLE ENTERED,NO AUTHOR ENTERED,0,0,,RO3,Unknown,Standard Access,APAC,,,0
OMS/Or 2231,OMS/OR   2231 ,1,No Title Entered,No Author Entered,0,0,-,RO3,Unknown,Standard Access,APAC,,,0
OMS/mss malay d 3,OMS/MSSMALAYD      3 ,1,NO TITLE ENTERED,NO AUTHOR ENTERED,0,0,,RO3,Unknown,Standard Access,APAC,,,0
MSS EUR/F116/83/1,MSSEUR/F    116 /     83 /      1 ,1,No Title Entered,No Author Entered,0,0,,RO3,Unknown,Standard Access,APAC,,,0
MSS EUR/F116/70,MSSEUR/F    116 /     70 ,1,NO TITLE ENTERED,NO AUTHOR ENTERED,0,0,,RO3,Unknown,Standard Access,APAC,,,0
MSS EUR/f 116 20,MSSEUR/F    116      20 ,1,NO TITLE ENTERED,NO AUTHOR ENTERED,0,0,,RO3,Unknown,Standard Access,APAC,,,0
MSS EUR/F 116 11,MSSEUR/F    116      11 ,1,NO TITLE ENTERED,NO AUTHOR ENTERED,0,0,,RO3,Unknown,Standard Access,APAC,,,0
MSS EUR/f112/594,MSSEUR/F    112 /    594 ,1,No Title Entered,No Author Entered,0,0,,RO3,Unknown,Standard Access,APAC,,,0
OMS/Or. 2215,OMS/OR   2215 ,1,NO TITLE ENTERED,NO AUTHOR ENTERED,0,0,,RO3,Unknown,Standard Access,APAC,,,0
OMS/Or. 2214,OMS/OR   2214 ,1,NO TITLE ENTERED,NO AUTHOR ENTERED,0,0,,RO3,Unknown,Standard Access,APAC,,,0
ior/x/14202/65c,IOR/X/  14202 /     65 C,1,NO TITLE ENTERED,NO AUTHOR ENTERED,0,0,,WXY,Unknown,,APAC,,,0
